umbrella_id	xtrop	human	mouse	rat	zebrafish	chicken	drosphila	worm
493483	100329183	3588	16155	304091	619391	395663		
493492	100038229	11030	19663	498642	100537153	428738		
493501	100495610	8036	56392	309548	555476	423894		
493510	100038129	84940	216961	245982	393367	100857679		
493529	100124825	28954	19700	366232	394149	419274		
493539	100038130	4116	17149	298385	100005893	374226		
493549	394529	4617	17877	299766	58097	395633		
493559	100492360	51808	56698	286917	445490	427124	35926	
493569	100486510	116442	67790		562596	422354		
493569	100486510	116442	67790		566010	422354		
493578	100329116	2318	68794	362332	100048921	395260		
493578	100329116	2318	68794	362332	570288	395260		
493587	448396	84991	76938	291295	393889	418248		
493597	448543	6598	20587	361825	30731	769489		
493597	448543	6598	20587	361825	799716	769489		
493607	100038180	10733	20873	310344	368390	422497		
493617	100491765	23214	74204	293476	333980	416410	6555675	
493627	395005	1158	12715	24265	30095	107051134		
493627	395005	1158	12715	24265	30095	396507		
493627	395005	1158	12715	24265	794752	107051134		
493627	395005	1158	12715	24265	794752	396507		
493637	100038230	9521	66143	291057	565440	420865		
493646	394612	221662	666794	690139	405801	420846		
493646	394612	221662	666794	690139	562236	420846		
493655	100038131	4189	27362	24908		417783		
493664	100135742	548411	329547	296321		419293		
493664	100135742	671	329547	296321		419293		
493671	100492267	5923	19417	192213	568885	415578		
493678	100135002	948	12491	29184	436636	417730		
493688	100101686	9863	50791	113970	100001810	417729		
493688	100101686	9863	50791	113970	564112	417729		
493695	619592	5912	74012	170923	414329	107054143		
493705	549962	7478	20890	291678	30122	396543		
493713	100498465	1783	234663	81655	573266	415793		
493722	496410	55860	56444	299121	393139	423543		
493732	394577	51386	223691	300069		418033	39386	
493742	779550	85377	27008	362958	100149741	418032		
493742	779550	85377	27008	362958	100331822	418032		
493742	779550	85377	27008	362958	101883781	418032		
493747	100485222	3761	16520	116649	100331864	395903		
493756	100101245	84126	235610	301014	558534	415949		
493765	448561	10633	75668	364190	100004647	417349		
493770	100329117	25962	66185	313061	560260	420227		
493775	100216281	8932	17191	680172	337105	497269		
493785	549816	23013	56381	690911	503940	419460	44205	
493791	100492001	3842	238799	309126	562607	427218	38722	
493800	493506	55323	67557	315731	334471	415392		
493800	493506	55323	67557	315731	565767	415392		
493809	100490767	472	11920	300711	403064	395401		
493819	100101744	7070	21838	24832	336617	378897		
493828	100038231	51560	270192	363123	541339			
493828	100038231	51560	270192	363123	558900			
493838	394534	121268	69159	359959	767781			
493847	394675	84790	22146	300218	573122			
493856	407916	5630	19132	24688	30259	101748212		
493864	100135728	51329	65105	288656	553796	427695		
493873	496598	26190	30050	311881	553942	417088		
493882	496891	11091	140858	362093	406372	417144		
493892	549519	51116	118451	362094	791211	417140	33688	
493901	100485575	2673	14583	297417	567861	419514		
493908	780123	87	109711	81634	560400	373918		
493917	100216091	4775	18021	361400	561772	415711		
493917	100216091	4775	18021	361400	566869	415711		
493926	496793	10755	67903	83823	445568	112530986		
493936	496696	59	11475	81633	322509	423787		
493946	448685	10180	19654	315997		415931		
493952	100492002	3678	16402	315346	386787	378932		
493962	496507	3178	15382	29578	378453	424136		
493962	496507	3178	15382	29578	393467	424136		
493972	779665	58494	67374	619374	100005261	418476		
493972	779665	58494	67374	619374	100005301	418476		
493978	100494331	3675	16400	360606		373946		
493987	100036609	240	11689	25290	573013	423769		
493996	549121	7428	22346	24874	791202	416117	53433	
494001	100036604	60680	319586	314647	101884815	425867		
494001	100036604	60680	319586	314647	568052	425867		
494008	493549	6518	56485	65197	394245	419438		
494018	779937	765	12353	298657	100006448	428187		
494027	100486949	6497	20481	313757	30101	428181		
494027	100486949	6497	20481	313757	30113	428181		
494036	100135021	133	11535	25026		423042	250086	
494042	550012	2342	110606	64511	323500	100857683		
494052	100038134	114791	233276	308663	553191	100858683		
494059	100491335	4647	17921	266714	252846	419085		
494059	100491335	4647	17921	266714	556141	419085		
494069	395048	5034	18453	25506	406673	374091		
494078	394525	6596	20585	295568	564651			
494088	549996	10092	67771	360854	336504	429075	33444	
494088	549996	10092	67771	360854	399482	429075	33444	
494098	394753	402	56327	65142	449774	769546	40993	
494107	448455	83871	19376	360571	100007678	100858849		
494107	448455	83871	19376	360571	450074	100858849		
494114	100038232	10094	56378	288669	415204	416837		
494124	394546	2299	14233	287185	353313	427613		
494134	100170155	10040	71943	287622		417391		
494143	493202	8943	11776	314633	563359	420079		
494151	496492	126308	208228	362833	325366	100857182		
494160	100135710	2700	14611	79217	387533	428084		
494169	779522	60312	70292	140935	568356	374034		
494174	549017	79165	69757	292535	447852			
494183	549752	11338	22185	308335		112531333		
494192	100491453	26018	16206	312574	560325	427592		
494199	780048	2902	14810	24408		404296		
494208	100216247	23350	67958	315903	567461	424773		
494213	548821	23529	56708	365395	562247	100858060		
494219	100489210	5863	19732	294283	65227			
494226	100037886	6015	19763	309626				
494235	100124915	8624	56088	288236	436987	418520	40719	
494245	549538	6626	53607	292729	324121			
494255	493286	57111	53868	310632	494098	100858582		
494255	493286	57111	53868	310632	574424	100858582		
494264	407908	26135	66870	246303	335449	424706		
494264	407908	26135	66870	246303	797732	424706		
494274	100493504	4360	17533	291327	100286774	420516		
494274	100493504	4360	17533	291327	559502	420516		
494281	548412	6251	20163	680419	553276	420524		
494291	594914	5878	19345	287709	386807	395197		
494301	100144654	154	11555	24176		427623		
494310	100494921	22885	319713	307395	566821	416201		
494319	100216175	11133	70394	308107	445248	101752009		
494329	100496432	115727	233046	170668	558453			
494338	448522	81	60595	63836	322221	396024		
494348	100127189	8648	17977	313929	563288	422016		
494357	100493888	3626	16325	64549			3354992	
494366	448121	3609	16201	84472	321868	100858655		
494366	448121	3609	16201	84472	324431	100858655		
494376	100038135	6297	50524	305854	568044			
494385	100144694	653121	73680	313049	678523	112530206		
494385	100144694	653121	73680	313049	678523	419661		
494394	448552	7780	230810	25362	563540	425575		
494404	100037851	6840	225115	361256	100322182	420475	38306	
494404	100037851	6840	225115	361256	30112	420475	38306	
494411	779982	9363	19337	317580	751718	769358		
494420	100485700	427	11886	84431	393549	422727		
494420	100485700	427	11886	84431	450068	422727		
494430	394812	83759	66704	474154		425562		
494439	100487745	23094	74206	292771	561005			
494447	549031	2959	229906	81673	324823	424518		
494455	780079	6793	20868	29398	394108	416204		
494464	100038162	7167	21991	24849		396435		
494473	733737	54101	72388	304053	406351	418529		
494482	100494721	84839				373893		
494490	100144745	55147				428133		
494498	101734146	4435	12705	64466	793303			
494504	496761	54802	66966	362586	553523	419678		
494511	100101694	4038	228357	83469	110351181	423189	32552	
494520	448008	27349	223722	315173	564111	427934		
494528	595052	85365	56737	313231	403068	420998	38374	
494538	779845	3455	15976	686326		395664		
494547	100124895	5899	64143	116546	415213	424237		
494547	100124895	5899	64143	116546	445255	424237		
494556	100494368	2201	14119	689008	558217	395079		
494556	100494368	2201	14119	689008	571786	395079		
494565	100038136	28988	13169	83527	431748	425994		
494565	100038136	28988	13169	83527	553729	425994		
494574	100488604	51000	108652	306866	664769	420863		
494583	448651	4281	17318	54252	100330952	373920	37953	
494589	100488879	29969	16543	362325		417774		
494598	101731598	6769	20840	363152	100005402	428460	43002	
494604	100216105	3964	56048	116641		430948		
494613	100488663	5591	19090	360748	562283	395376		
494622	100495159	5939	56516	288771	378458	107055400		
494622	100495159	5939	56516	288771	445147	107055400		
494632	100495582	11275	77113	290692	567966	422422		
494641	100485165	2317	286940	306204	563023	378913		
494651	100216154	201625	110083	252959	799461	416004		
494656	100488889	1181	12724	29232	100150892	425295		
494656	100488889	1181	12724	29232	100333644	425295		
494665	100490714	949	20778	25073	387260	416814		
494675	100038137	143686	75747	315427	406840	428089		
494684	100135003	29102	14000	310159	567505	420911	35747	
494690	100497994	11186	56289	363140	447811	101750777		
494699	100498316	9846	14389	84477	797259	419027		
494708	100101769	5590	18762	25522	555737	419399		
494717	100491667	10891	19017	83516	553418	422815		
494721	100489683	9644	14218	309460	562018	423876		
494721	100489683	9644	14218	309460	567923	423876		
494730	100144719	9749	215789	308291	570136	421667		
494739	100216110	4204	17257	29386	335250	112530992		
494749	100495130	4010	16917	114501	554360	396312		
494759	734089	7184	22027	362862	386590	374163		
494769	100496123	115827	67295	171058	436803	770370		
494778	100494558	29993	23969	29704	553559	419903		
494778	100494558	29993	23969	29704	619246	419903		
494788	100491566	5618	19116	24684	407651	395660		
494788	100491566	5618	19116	24684	561846	395660		
494798	100127846	23499	11426	362587	562190	419671		
494798	100127846	23499	11426	362587	567481	419671		
494807	100169673	27043	75273	360552	100003680	100859612		
494816	493355	8467	93762	307766	282615	422457		
494826	100101745	25794	238021	303741	393743	429198		
494826	100101745	25794	238021	303741	798075	429198		
494835	100496492	8910	20392	432360	368230	420567		
494845	100135022	4050	16994	361795				
494851	733762	10048	56705	364686	558976	420836	41367	
494861	116406911	6464	20416	85385	323818	395934		
494870	100497558	10526	320727	686774	555520	418142	44747	
494879	100488327	10603	23921	114203	100535524	771172		
494883	100495941	6604	66993	296732		430336		
494892	100492251	55288	59040	303351	327143	417410		
494892	100492251	55288	59040	303351	561933	417410		
494902	394940	5870	19346	84379	793785	419063		
494911	550049	55647	19332	689377	337199	418753		
494920	548949	9145	20972	29205	100321965	418015		
494920	548949	9145	20972	29205	450047	418015		
494930	394739	1674	13346	64362	30148	395906		
494940	733946	51194	76582	310056	432373	769679	36732	
494949	496738	5880	19354	366957	415151	418044	38831	
494959	100038138	6382	20969	25216		421960		
494968	548760	23551	75141	171099	565976	418057		
494977	493568	8314	104416	306257	558885	415944		
494986	550032	10181	83486	300996	324302	415947		
494996	548653	431707	16875	365963	378959	424721		
495006	548697	57794	70616	290666	100073344	428349		
495015	496424	9987	50926	305178	406701	422601		
495025	549126	376267	104886	299156	436590	429955		
495034	407853	10370	17684	114490	450024	395399		
495043	548656	30012	27140	497881	266965	107054494		
495043	548656	30012	27140	497881	266965	395867		
495052	549170	285362	58911	362409	553423	100859261		
495062	496988	4723	17995	293655	445291	430210		
495072	448196	8498	71810	501281	393663	420058	42804	
495072	448196	8498	71810	501281	394115	420058	42804	
495081	493548	7525	22612	24884	407620	396238		
495091	549352	6631	20630	361808	192330	419901		
495101	733837	64766	74648	500551				
495110	100038139	6997	21667	680246	30304			
495118	100038234	2521	233908	317385	394058	414144	44095	
495127	550000	401409	19331	500088	555645	418113	38930	
495260	549025	3399	15903	25585	246093	395281		
495302	549036	3320	15519	299331		423463	38389	
495310	595047	3326	15516	301252	30573	396188		
495320	100038186	50640	67452	314075	100126812	417785		
495324	100493254	5792	19268	360406	140819	424568		
495324	100493254	5792	19268	360406	799867	424568		
495358	493556	25805	68010	83837	431736	428413		
495358	493556	25805	68010	83837	83496	428413		
495378	407850	25913	101185	500054	566847	404538		
495386	100485265	7011	21745	64523	100321823		34937	
495393	395015	23768	399558	299236	571972	428901		
495402	100486965	23769	396184	499308		428618		
495411	448301	390	74194	295588	436864	424312		
495411	448301	390	74194	295588	80963	424312		
495438	100497815	885	12424	25298	100000095	414884		
495438	100497815	885	12424	25298	100007763	414884		
495447	100038163	9575	12753	60447	30140	373991		
495447	100038163	9575	12753	60447	352927	373991		
495454	100422809	406	11865	29657	352935	374115		
495454	100422809	406	11865	29657	58098	374115		
495463	779488	5187	18626	287422	406204			
495463	779488	5187	18626	287422	563926			
852568	100488257	1761	50796	114498	402923	769693		
852580	100488405	8538	12023	679701	100002200	395714		
852585	100037855	115703	233071	100362311	569720	419724		
852598	100485162	4585	140474	303887		101752124		
852607	549191	26994	29864	100364162	100150568	424631		
852607	549191	26994	29864	689577	100150568	424631		
852607	549191	26994	29864	100364162	393996	424631		
852607	549191	26994	29864	689577	393996	424631		
852623	496963	2637	14472	114500	245948	395950		
852640	100037839	4753	54003	81734	336082	417799		
852640	100037839	4753	54003	81734	790930	417799		
852653	548912	5494	19042	24666	100003481	423525		
852665	100135004	265	11704	29160				
852674	549262	79723	64707	364785		426314		
852693	100485434	7039	21802	24827	100034402	414743		
852702	100036728	29956	76893	310667	259251	100859441		
852702	100036728	29956	76893	310667	565295	100859441		
852714	100101657	91012	71949	366984	323020	426879		
852728	394883	2992	27357	81675	406831	425050		
852728	394883	2992	27357	81675	415152	425050		
852741	100036677	2117	27049	295297		426718		
852756	100038141	51111	225888	361688	572849	425119		
852770	100038236	6440	20389	50683		107049626		
852782	100494098	4693	17986	363443	100003793	418560		
852786	100216448	7379	22269	689093				
852798	100489102	1951	107934	83466	100008568	107054381		
852806	733895	23394	11538	64622	553431	419350		
852817	100144655	4223	17286	29279	556898	374137		
852817	100144655	4223	17286	29279	566969	374137		
852835	100492716	375567	319922	501231	798521	420944		
852842	100329118	1756	13405	24907	83773	396236		
852850	100491887	57616	243931	308523	558522	415762		
852850	100491887	57616	243931	308523	565811	415762		
852863	100144656	25897	30945	362900	557995	420251		
852873	100486082	1630	13176	25311	569360			
852890	493423	1746	13392	296499	30557	107053847		
852890	493423	1746	13392	296499	30574	107053847		
852904	100487046	7991	80286	290783	553582	422738		
852913	100489409	9313	30800	300341				
852922	100498260	344191	14029	288155	30479	771375		
852929	100496459	1124	69993	84030	570999	428437		
852942	549365	10140	22057	170842	386629	395225		
852942	549365	10140	22057	170842	406245	395225		
852956	548538	2077	13875	292721	560416			
852973	394987	4488	17702	25483	30531	395245		
852973	394987	4488	17702	25483	573620	395245		
852985	100495127	6468	30838	309444	58035	770459		
852995	100486189	159296	18089	309389	30698	107053698		
853002	100493396	60529	11695	296511	100006399	373976		
853002	100493396	60529	11695	296511	497424	373976		
853010	100485584	23426	74053	84016	558006	427863		
853020	395014	7050	21815	316742	321756	396339		
853036	780055	2004	13713	362871	557074	417919		
853056	447997	1749	13395	25431	30569	373969		
853069	100488175	1523	13047	116639	445120	101749861		
853069	100488175	1523	13047	116639	797445	101749861		
853081	549324	6790	20878	261730	445246	428167		
853094	100489661	8092	216285	25401	565176	427871		
853107	100498251	2020	13799	499964	30238	100859435		
853107	100498251	2020	13799	499964	30243	100859435		
853116	100151707	4071	17112	295061		425046		
853127	100151724	63876	208076	680549	386959	374067		
853138	100488759	5457	18996	114503	58057	100857623		
853146	549648	129303	232086	245966	393483	423759		
853146	549648	129303	232086	245966	751697	423759		
853157	100497846	645832	18292	58922	282666	417567		
853165	100101658	30813	114889	689704	30598	395537	31470	
853183	100216239	1750	13396	500023	30586	772070		
853202	100151735	333	11803	502317	404233			
853212	394678	348	11816	25728	30314			
853212	394678	348	11816	25728	553587			
853226	448663	518	228033	114630	394151	424142		
853226	448663	518	228033	114630	81541	424142		
853239	493426	91612	211151	299154	492508	395448		
853253	493207	639	12142	309871	323473	445340		
853253	493207	639	12142	309871	569677	445340		
853265	100492836	1356	12870	24268	84702	771940	45277	
853273	100038237	25836	71175	294787	570900			
853273	100038237	25836	71175	294787	794108			
853289	100101746	1959	13654	114090	30190	107053633		
853289	100101746	1959	13654	114090	368241	107053633		
853300	394575	7380	22270	315190		418242		
853310	448422	1998	69257	361944	387534	422439		
853310	448422	1998	69257	361944	445489	422439		
853323	100038143	105375355	100647	360790	798916	101749942		
853335	394744	6667	20683	24790	324109	395303	31913	
853353	549258	5453	18991	192110	30398	430270		
853368	100493384	2065	13867	29496	386635	693245		
853368	100493384	2065	13867	29496	544664	693245		
853379	100490309	9869	84505	689883	553292	395847		
853379	100490309	9869	84505	689883	768131	395847		
853396	496454	1050	12606	24252	140815	427549		
853411	100038164	1958	13653	24330	30498	373931		
853429	100038238	1053	110794	25410				
853437	100496662	9372	230597	313477	100005449	424639		
853437	100496662	9372	230597	313477	101882992	424639		
853449	100144741	10745	18685	252962	564764	419878		
853454	100038051	9620	12614	300128	368436	426068		
853454	100038051	9620	12614	300128	556520	426068		
853464	395038	4240	17304	25277	541486	415494		
853464	395038	4240	17304	25277	558580	415494		
853481	101734159	51294	53601	116808	555419	416191		
853488	100486722	23550	215632	311785				
853495	100495792	10713	28035	297336	790924	100859000	32881	
853505	100485371	150696	192212	192211	556596	428200		
853510	448584	23051	320799	311604	386659	419176		
853528	100144720	1999	13710	304815	560869	421177		
853538	100493638	283078	210719	291228		771284		
853543	100038181	9031	22385	368002	571727	427819		
853561	100127201	6441	20390	25350				
853571	100101687	10085	13612	688400	571937	427326		
853571	100101687	10085	13612	688400	793444	427326		
853581	100485880	54738	260298	246271	791175	100857480		
853587	594973	1052	12609	25695	140817	107052707		
853603	100490880	157680	666173	315036	101882151	420242	43550	
853608	100038144	6674	26942	315033	564953	420249	43239	
853608	100038144	6674	26942	315033	768178	420249	43239	
853622	100101770	157567	68839	299982	100329397	426304		
853622	100101770	157567	68839	299982	402888	426304		
853631	100490595	25833	18988	116544	553427	428240		
853640	100498313	5459	18998	364855	30534	395521		
853647	496834	2302	15223	116557	494105	770009		
853647	496834	2302	15223	116557	767737	770009		
853660	100491447	56751	54422	117232	550407	429598		
853660	100491447	56751	54422	117232	553186	429598		
853668	100490024	283652	317750	311387	570312	415431		
853676	100487557	3228	15421	300262	562600	429400		
853676	100487557	3228	15421	300262	58062	429400		
853681	100489745	11281	218030	681092	100001518	420763		
853686	780284	26503	235504	363103	767760	421863		
853699	100494059	2001	13711	366142		428859		
853704	100493880	26298	13661	295965	568223	425791		
853709	496994	1360	76703	24271	322412	424888		
853723	100494117	1359	12873	54242				
853730	100495855	463	11906	307829	100333211	395682		
853739	493558	1488	13017	81717	65230	423958		
853747	100144657	139324	245596	317617	797948	422272		
853755	100488114	340562	73809	302325				
853765	100170188	256949	80880	366848	558407	428321		
853774	100493176	338917	12677	171360	796163	395536	31469	
853785	100487059	258	11698	25376	100001700			
853792	100036621	8842	19126	60357	322857	422825		
853792	100036621	8842	19126	60357	378834	422825		
853810	779865	51295	26940	300447	569243	100857880	40732	
853826	496890	29997	68077	292624	322404	107049993		
853844	100144721	9757	381022	102550344				
853856	100486496	401	11859	116648	404602	395595		
853866	734081	11167	14314	79210	324309	395349		
853866	734081	11167	14314	79210	325423	395349		
853878	100490166	7286	22156	365864		101749610		
853891	100151708	10153	12607	362686	550440	421474		
853909	613114	3623	16322	24504	570520	424197		
853922	549634	2120	14011	312777	114444	395750		
853932	100495002	26191	19260	295338	565606	772032		
853943	100486080	90134	170738	170739	560289	424184		
853954	548702	100506658	18260	83497	405757	396026		
853954	548702	100506658	18260	83497	494075	396026		
853971	100486085	1080	12638	24255	559080	100049619		
853980	394548	26257	18094	299061	553521	771397		
853991	549091	5451	18986	171068		396463		
854004	548789	50804	17876	679712	641483	415432		
854021	100493002	84343	12807	310288	777758	425047		
854035	549906	10658	13046	362160	58137	373923		
854055	100495373	80852	243547	171571		416043		
854069	100216155	84063	243911	100359836				
854080	100492241	2305	14235	58921	394072	430534		
854096	100492413	5449	18736	25517	405777	374215		
854102	100101659	6304	20230	316164		420647		
854113	548530	10611	56376	64353	393165	422699		
854113	548530	10611	56376	64353	436927	422699		
854123	100489264	253782	241447	366065	564867	771503		
854130	780266	54778	93836	300813	100151141	374021		
854148	100495857	28999	66277	85497	335901	427588	31410	
854157	100158655	7481	22411	140584	30283	395562		
854168	549263	5440	17749	100361574	796803	112529926		
854179	549592	81553	76820		445212	421949		
854192	448478	58495	107586	296201		416720		
854442	100036670	23671	56363	363228	100004613	768542		
854442	100036670	23671	56363	363228	797681	768542		
854456	100101688	1141	11444	54239	100003503	395605		
854456	100101688	1141	11444	54239	561906	395605		
854466	100493366	3782	140493	54263	570138	100858107		
854472	100493195	103	56417	81635	58119	769675	31130	
854490	100494100	57835	232156	297386	100006379	425261		
854490	100494100	57835	232156	297386	559268	425261		
854494	100496306	5314	241035	301287		422044		
854497	548801	307	11746	79124	353362	772393		
854508	100488995	919	12503	25300	100101654	395911		
854513	100485120	8445	69181	314862	557602	427864	34831	
854520	448652	8655	56455	58945	406297	100859081		
854531	100038056	140735	68097	140734	406297	417663		
854542	100492041	1767	110082	294854	100535326	420921		
854549	100126211	1778	13424	29489	335110	423461		
854556	549441	7802	75563	298524	567632	419615	41440	
854565	100490919	55567	381917	117249	100334351	427004	38586	
854591	100038145	79803	20170	309446	101882947	770328		
854599	100036660	64216	15278	289307	569468	421488		
854620	100135743	9478	29867	171051	436687	770178	34976	
854620	100135743	9478	29867	171051	449789	770178	34976	
854631	100145736	11179	246196		393402	427859		
854639	548846	11070	56395	363136	619264	429757		
854650	549090	55851	66340	292788	402810			
854661	395022	9921	50849	288710	560444	416974		
854677	395050	94015	117160	287803	406540	100858879		
854693	100495747	64446	432611	360654	101884977	417453	39318	
854693	100495747	64446	432611	360654	563648	417453	39318	
854703	448769	10641	56032	363138	559391	425132	32677	
854715	100493287	285172	213056	316415	100534965	429010		
854725	548375	248	76768	24197	541539	424936	32496	
854736	100038146	3799	16573	117550		420472		
854746	493436	7178	22070	116646	30723	396363		
854760	100490524	7071	21847	81813	103908991	420255		
854771	100496996	5450	18985	690528	103908823	373994		
854776	100487368	11107	70779	689788	432371	422673		
854790	100038147	8650	18222	29419	692064	395639	34263	
854804	549247	116159	224405	304138	405818	770067		
854813	548828	84816	170728	309912	393323	421782		
854825	100101802	27440	214932	312680	100137610	418159		
854835	780214	84668	84652	499975	402926	420611		
854850	448476	10126	54152	300078	100005529	418019		
854850	448476	10126	54152	300078	445209	418019		
854863	496973	11068	56368	363137	450082	100857844		
854876	549935	5664	19165	81751	58026	374188		
854887	780323	7867	102626	315994	790934	415917		
854898	100498428	5458	18997	171355	402816	428735		
854906	100494529	93166	225518	307305	101886516	426800		
854909	100144658	23022	72333	100360205	557660	422428		
854917	100126212	5463	19009	116545	30334	107049477		
854924	100125781	219899	272589	315591		429536		
854933	101732423	51409	69536	300989	560620	415915	33902	
854936	100038148	9254	56808	300992	541376	430150		
854936	100038148	9254	56808	300992	568759	430150		
854947	100487002	64096	14588	66023	100144564	395839		
854947	100487002	64096	14588	66023	565651	395839		
854952	100144722	248	76768	24197	541539	424936		
854959	100486193	390010	20231	293568		100857765		
854969	100494527	64754	69726	498295	569507	421489	44554	
855417	496422	7832	12227	29619	30079	419932		
855434	548663	1977	13684	117045	30738	422703		
855434	548663	1977	13684	117045	79380	422703		
855449	100144695	405	11863	25242	493634	374026		
855461	395061	6932	21414	363595	497649	395229		
855473	548827	340481	68268	298184	100144560	427356		
855483	100496051	10826		691221	406828	416256		
855492	100485298	3460	15980	360697	562820	418502		
855501	734120	219409	14842	288457	449875	107052208		
855546	548598	1490	14219	64032	100124530	374135		
855546	548598	1490	14219	64032	321449	374135		
855582	548901	1592	13082	154985	30381	408183		
855597	394581	5481	67738	361967	415155	428725		
855610	100101660	4330	433938	498194		416911		
855618	100127202	55198	216190	362860	100000135	418075		
855635	100126213	23632	23831	791259	567897	431476		
855644	403099	9885	228983	296461	334206	419227		
855644	403099	9885	228983	296461	557483	419227		
855662	100489642	3572	16195	25205	100006778	395684		
855670	101731767	347240	109242	313170		427398		
855678	394584	2963	68705	81674	100148942	418843		
855678	394584	2963	68705	81674	415217	418843		
855686	100489537	89932	170721	314297	553586	428873		
855686	100489537	89932	170721	314297	562930	428873		
855696	100329162	282617	338374					
855698	100498135	6523	20537	25552	393654	395496		
855703	100485126	11254	56774	298340	100150665	100857521		
855712	100491923	2660	17700	29152	798441	373964		
855714	100491428	7369	22242	25128		404754		
855716		7369	22242	25128		404754		
855718	101732374	1811	13487	114629	563962	417700		
855724	100494109	8085	381022	100362634	100536523	425846		
855740	780393	79412	73016	287102				
855755	100038165	25909	226747	360886	553494	421484		
855770	100485559	2637	14472	114500	245948	395950		
855780	100038266	10605	218693	365684	445110	427195		
855790	100038055	26060	72993	290537	571540	416002		
855802	100038149	9555	26914	29384	678613	395858		
855812	100485280	26115	77097	303599	335127	419951		
855812	100485280	26115	77097	303599	568810	419951		
855818	493398	2137	54616	56819	493783	422022		
855842	100497861	83548	338337	361073	553061	418846	33562	
855850	100496877	3455	15976	686326		395664		
855859	733789	23759	66053	360746	393966	416775		
855871	548436	1565				417981		
855882	100216191	1795	208869	315992	100536057	107048988		
855888	550001	3831	16593	171041	335499	769965		
855888	550001	3831	16593	171041	393928	769965		
855909	100491741	2886	14786	84427	563649	426597		
855917	549297	1337	12861	25282	335774	416978		
855929	394882	35	11409	64304	445288	416969		
855953	619363	655	12162	85272	30584	395494		
855963	549817	5479	19035	64367	406292	396447		
855977	549390	126961	15077		570618	427887		
856224	549007	25776	73739	246768	326875	771364		
856230	100038150	5203	109054	100366237	572231	419337	38615	
856239	100488170	10765	75605	304809		421168		
856253	493472	5300	23988	298696	393721	100859153		
856468	448406	26528	70248	362836	561459	427266		
856480	594933	5573	19084	25725	494533	417438		
856480	594933	5573	19084	25725	550427	417438		
856487	101732893	57125	72324	303505	100286775	771862		
856491	100490083	5365	140571	363517	566546	100859325		
856501	100488871	91584	243743	312213	325938	427941		
856508	550076	23654	140570	315217	100333657	425938		
856508	550076	23654	140570	315217	561433	425938		
856518	100486259	54910	20353	301346	561895	107057370		
856529	100494642	84898	67448	361282	100000303	420511		
856536	779491	23129	67784	312652	402998	416124		
856548	100144723	5362	18845	289392	561285	419857		
856556	448633	55558	18846	309280	567422			
856566	394961	9802	23994	300235	324316	107051549		
856587	100492725	10154	54712	362873	562273	417901		
856593	100038182	57715	26456	361764	100534852	423857		
856593	100038182	57715	26456	361764	563785	423857		
856605	100498269	5364	235611	316009	100333820	416046		
862913	100101689	10664	13018	83726	415104	396274	38817	
866658	394587	127829	68724	498234	567222	421175		
866786	100125200	7484	22412	303586	565677	771092		
866789	100101748	26037	217692	246212	562521	423255		
866804	100494755	6559	20497	54300	565439	415692		
866810	548954	2353	14281	314322	394198	396512		
867494	100329119	4140	17169	170577	334300	423480		
867494	100329119	4140	17169	170577	767634	423480		
867508	100037872	27115	29863	140929		421692		
867524	448393	2131	14042	299907	497279	100858205		
867524	448393	2131	14042	299907	497280	100858205		
867541	100151709	2132	14043	311215	493780	425859	3772101	
867552	613049	4602	17863	498982	100005189	396244	32543	
867570	550053	83463	17121	252915	394031	101751218		
867570	550053	83463	17121	252915	394031	427629		
868099	100101799	7088	21885	362533	564019	427450		
868116	733921	166	14797	29466	393395	100858542		
868279	493257	81619	52588	306324	751700	423624		
868292	100135023	817	108058	24246	436815	422688		
868292	100135023	817	108058	24246	445208	422688		
868309	779644	10098	56224	362048	450026	422702		
868309	779644	10098	56224	362048	494048	422702		
868325	779893	26526				417763		
868336	448711	3692	16418	305506	386850	419140	37776	
868352	100101771	815	12322	25400	550436	374175		
868362	548861	10103	66805	298436	101883387	424607		
868376	394451	340719	332397	365494	322903	100857342		
868384	100101661	90139	241556	311210	436712	395586		
868384	100101661	90139	241556	311210	437007	395586		
868397	780379	816	12323	24245	562064	374174		
868414		339345	378430	365213	101885179			
868419	394547	285704	68799	681433	414273	427277		
868431	733938	7105	56496	302313		422262		
868442	100488503	5324	56711	297804	561450	429484		
868448	100216129	1015	12557	117048	378452	420225		
868456	100486472	3996	16897	54265	751760	100858027		
868465	733958	1609	110524	100361138	101882539	427381		
868477	548396	3993	217325	360661	795670	422127		
868493	101733512	342977	244551	288909	140631	112530983		
868498	100145568	81624	56419	290396	445230	418824		
868506	549777	10099	56434	300733		415348		
868519	100135711	818	12325	171140	791855	423737		
868553	100496085	963	12508	24251	393342			
876137	550063	387332	227606	680050	407713	776269		
876151	100101749	10655	226049	309430	30129	100858556		
876151	100101749	10655	226049	309430	558970	100858556		
876238	100486054	6997	21667	680246	30304			
876259	549892	4331	17420	266713	450080	423521		
876272	100494296	126393	243912	192245	792610			
876278	100038294	50674	11925	60329	114411	100858174		
876294	448591	4318	17395	81687	406397	395387		
876310	779878	51522	66154	171432	447871	420851		
876310	779878	51522	66154	171432	751728	420851		
876321	448158	5507	53412	309513	406459	395787		
876335	496678	8839	22403	29576	100007759	419192		
876345	394653	56963	244058	308739	414272	395214		
876359	448114	3400	15904	291023	664761	374150		
876374	100101772	8577	230157	63845	553511	420985		
